,Unnamed: 0,Usuario,Tweet
188,188,PabloArturi,RT @sincorreccion_: Vallaron la cuadra donde vive Cristina porque no pueden permitir que se visibilice tanto apoyo a quien pretenden enter…
189,189,rafaelcorbo1,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
190,190,JoseLui83127697,RT @marianorecalde: EL PERONISMO BANCA A CRISTINA ✌🏻Enorme Cabildo Abierto del peronismo de la Ciudad. Estamos unidos y movilizados para…
191,191,CabreoEspanyol,RT @Miotroyo2parte: Gran elección la de Cristina Kirchner para dar publicidad en Argentina a tu libro sobre la corrupción @PabloIglesias.…
192,192,HerEmiiliia,RT @RFI1992: @PatoBullrich Seguí fogoneando el pueblo REPRESORA AGRESIVA en la calle EN TODO EL PAIS A FAVOR DE  CRISTINA
193,193,atejadaflores,"RT @Clorobles2: ✌🏼✌🏼Máximo Kirchner: “A Cristina la defienden porque siempre pulseó a favor de la gente"" https://t.co/WB8g9Vz41G"
194,194,lilianacaste2,@varelacl No importan las vallas hay que ir con más razón y cantarle a Cristina los cantos más fuertes que ella  es… https://t.co/3yiogKMF8G
195,195,Susana37617522,RT @BonelliOK: #Encuesta 📢¿Por qué creés que la justicia⚖️🏛puede condenar a Cristina Kirchner por corrupción?🤔
196,196,Cromerino,RT @RICARDOJN14: Bayly critica que #LordMontajes ANLO defiende la corrupción de su hermano Pío López Obrador y de la Argentina Cristina Fer…
197,197,ClaudiaMFontana,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
198,198,alecitoPRO,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
199,199,Josefinabriard,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
200,200,minutounocom,Llegó la Infantería de la Policía de la Ciudad a la casa de Cristina Kirchner en Recoleta https://t.co/LlZqNqHf8E
201,201,noesincognito,RT @ClaudiaPizarro: Tras 40 años calle Batallón Chacabuco será de hormigón armado. El testimonio de Cristina es claro: Fue una de las mile…
202,202,leobodhi,@lalilimich @CarlosEguiaUno Hay que reconocer que error tremendo cometieron los judiciales macristas en reflotar el… https://t.co/3zO58Pradb
203,203,contrainfoTW,@LiliLopezForesi @ApuleyoPaz @horaciorlarreta @CFKArgentina EL MÉTODO DE LA DICTADURA.LARRETA ORDENÓ FILMAR LOS RO… https://t.co/ttvw8I9gKE
204,204,Clorobles2,"El FDT realizará marchas en plazas de todo el país en respaldo a Cristina KirchnerBajo las consignas ""A Cristina l… https://t.co/NIATQf9jfd"
205,205,MagdalenaM21,RT @cmarcelosantil1: Hagamos patria e Historia ! Que la policía se de cuenta que no tiene  nada que hacer en la casa de Cristina ! ! 
206,206,NicoCuevasArg,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
207,207,Horaaciovillata,RT @mariaitkin1: @indignadoxd A mi no me jodan esta es la venganza de Cristina como lo debe estar disfrutando... Les lleno la recoleta de…
208,208,amisajelhotmai1,"RT @AgenciaElVigia: El ministro @larroqueandres mostró fotos del operativo de vallado alrededor de la casa de Cristina y preguntó: ""Qué te…"
209,209,alfredobrie,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
210,210,1solmartinez,Le tienen miedo a pueblo!  #DeLasPlazasAJuncal  #TodosConCristinaLlegó la Infantería de la Policía de la Ciudad a… https://t.co/894DweJkcl
211,211,guiller30585878,RT @LanataPPT: 🔴CONFIRMADO El show de Cristina es para tapar el ajuste y la devaluación que se viene
212,212,angelsma10,RT @Adelaid51586055: #CrisPorta27AG Cristina ya terminó su sección hasta el próximo fin de semana. #YaEsVerano27A
213,213,gabyzeta68,RT @rayovirtual: A Macri y Larreta les está saliendo el tiro por la culata.Con este fusilamiento mediático-judicial de Cristina están log…
214,214,MariaMartaSmar1,RT @pagibatt: Encuesta Nuevas Letras #LaPrimeraCarta¿Cristina F. K. es culpable?
215,215,Albertobetito4,RT @barci_2010: https://t.co/dBVtoD7c9P @alferdez @wadodecorrido @MartinSoria_ @FernandezAnibal: EVITEN LO QUE SE PALPITA. REPRESION DE LA…
216,216,CastelCarp,El pueblo con Cristina ponen los estúpidos de Crónica el pueblo somos los que trabajamos los que trabajamos para… https://t.co/OszXk68kix
217,217,fabianciol,"RT @DigerardoOscar: Vallaron la casa de Cristina.Ya es hora de aplicar la frase del General ""al amigohttps://t.co/2rTj8lO40Q enemigo.."" h…"
218,218,mcortesvela,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
219,219,zcplank,RT @Budijoly: Un Campo de Fuerza Gorila encerrando a Cristina?Estás desesperado @horaciorlarreta.No sabés lo que estás generando.Se te…
220,220,jtrab22,"RT @CARCA_2014: @alferdez ""Un Intendente"" tienen sitiada a la Vice Presidente del Pais date cuenta INUTILSaca las vallas de la puerta de…"
221,221,hours_carlos,@florenciarietto @larroqueandres Bueno se va la policía de la ciudadtodos a la casa de https://t.co/Rj3JAUdE96 dem… https://t.co/Mf4UC7vdgT
222,222,phanjosss,@gege_serra @cristina_vcvc Foda isso aí
223,223,titimaya15,RT @OkSergioPowerP1: @jramospadilla YA DEBE CAMBIARSE LA MARCHA A LA CASA DE CFKSecuestraron a Cristina. Larreta y Macri son la dictadura
224,224,PatCM15,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
225,225,MagdalenaM21,RT @jramospadilla: RATIFICAMOS la convocatoria a Parque Chacabuco. Desde ahí decidiremos en asamblea como seguimos Larreta esta provocand…
226,226,ginover63,RT @dribeiro001: @gustavo_srcc @CFKArgentina Sigan inflando con su odio la espuma que Cristina es cada vez más presidenta! 
227,227,lilianacaste2,RT @Grechu3: Hoy Tucumanos todos a la plaza Yrigoyen (General Paz 400 16 hs.) En defensa de nuestra conductora Cristina del Peronismo pe…
228,228,JotaeZg,"RT @Paulapalermo07: En casa de Cristina...ESTAN GRABANDO A LOS COMPAS...A TODOS... A q les hace acordar estos ""métodos""?🤔Piden DNI...…"
229,229,barci_2010,RT @lilianacaste2: @barci_2010 @alferdez @wadodecorrido @MartinSoria_ @FernandezAnibal @horaciorlarreta No importan las vallas hay que ir c…
230,230,HernanColombo10,RT @kidlapicera: Seguro Cristina no quiere que difundan este video donde aplaude efusivamente a José López....😉 https://t.co/URHd3gudR3
231,231,lilagalligani,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
232,232,MaguiDeRose,¡LA NAFTA NO TE VA A DAR! SI LA TOCAN A CRISTINAQUE QUILOMBO SE VA A ARMAR #TodosConCristina #EnTodosLados https://t.co/f3rRkKIsSC
233,233,ArielDo33789970,RT @PauloBaudouin: No puedo creer que Larreta haya vallado la casa de Cristina... Que tipo infame... No podrá detener el olor a chori y a p…
234,234,Dreamtiti95A,RT @GuilleRaffo: Según encuesta de Giacobbe 67% quiere que Cristina vaya presa. Un porcentaje mucho más bajo que los sobreprecios de Báez.
235,235,Horaaciovillata,RT @MnicaRi86854136: @PiruAdri @indignadoxd @elLoco_Baby Larreta no puede hacer nada lo tratarían de represorla única que tiene poder sob…
236,236,aimartnez,RT @tomascasascm: Tenemos ya mucha información en cuanto a la denuncia falsa de la ultraderecha a Mónica Oltra:1. Cristina Seguí utilizó a…
237,237,CasabuLaura,RT @GustavoPeirano1: LARRETA ESTA ATENTANDO CONTRA CRISTINA LA AISLO Y LA SITIO TEMO POR SU SEGURIDADANDRES LARROQUE https://t.co/g6SFuO…
238,238,santiagovergez,RT @clarincom: Florencia Arietto aseguró que las movilizaciones a favor de Cristina Kirchner no representan al pueblo.Más información en…
239,239,ivanykeyros,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
240,240,ATBDigital,Marcharán este sábado en diferentes puntos de #Argentina y el mundo en #respaldo a Cristina Fernández.https://t.co/ZRtCuNR4gh
241,241,Irys70,Hay más de 30 carros hidrante en la puerta de la casa de Cristina @horaciorlarreta  #DeLasPlazasAJuncal ???
242,242,Sakura013013,RT @JonatanViale: 👊🏻 Robó vacunas👊🏻 Hizo fiestas en la cuarentena👊🏻 Generó 200% de inflación👊🏻 Cerró las escuelas👊🏻 Insultó al pueblo…
243,243,gns_956,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
244,244,kenzo00000,RT @clubdeviernes: Griñán recibe la vista de Alfonso Guerra en su casa de Sevilla.Ay no que el nivel es peor.. Cristina Kichner recibe a…
245,245,Susanaotta,RT @LANACION: Tras las quejas de los vecinos la Ciudad ordenó limpiar los alrededores de la casa de Cristina Kirchner en Recoleta e instal…
246,246,lapetizacolora1,RT @eldestapeweb: Más de 250 mujeres líderes de 17 países expresaron su solidaridad con CFK 🤝  https://t.co/TQFzqfwzlW
247,247,patyvcp,RT @jramospadilla: RATIFICAMOS la convocatoria a Parque Chacabuco. Desde ahí decidiremos en asamblea como seguimos Larreta esta provocand…
248,248,DeErrape,RT @andahazi: El Banco Finansud que mencionó Cristina Kirchner para involucrar a Macri resultó ser de Cristobal López. Se quiso despegar…
249,249,juliama78968707,@UJCdeCuba @aylinalvarezG Repitiendo lo q ya dijeron: - ¡Fuerza Cristina que los bolsos llenos de joyas pesan mucho! 
250,250,marishma78,Iba a marchar tranquila en La Matanza pero no. Se les ocurre provocarnos. Todos a la casa de Cristina.
251,251,zumampa,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
252,252,PConurbano,¿Un poco desmedido mandar a la Infantería a la casa de Cristina no? Bueno al menos ahora sabemos por qué Larreta… https://t.co/hkTrQC6Np9
253,253,jramospadilla,RT @jramospadilla: RATIFICAMOS la convocatoria a Parque Chacabuco. Desde ahí decidiremos en asamblea como seguimos Larreta esta provocand…
254,254,2Vovucela,@Gus_Noriega No maestropara los Kirchner estos energúmenos son sus empleados empleados qué los laburantes les pa… https://t.co/ix7fXwSSIB
255,255,MagdalenaM21,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
256,256,rotascadenas1,RT @VickyVillarruel: Veo el show de Cristina y bostezo. Son casi 20 años padeciendo esta épica de cartón agitando y abusando de los recurs…
257,257,TeresaDines,RT @BonelliOK: La diputada de Juntos por el Cambio cuestionó a Cristina Kirchner al remarcar que “los juicios no se dirimen en las calles…
258,258,HuertaCero,RT @jramospadilla: RATIFICAMOS la convocatoria a Parque Chacabuco. Desde ahí decidiremos en asamblea como seguimos Larreta esta provocand…
259,259,cristinapocovi,RT @hernan_mazza: Aviso a todos los vecinos de Recoleta: Un poco de paciencia Cristina pronto se mudará a olivos
260,260,Albertobetito4,"RT @Paulapalermo07: En casa de Cristina...ESTAN GRABANDO A LOS COMPAS...A TODOS... A q les hace acordar estos ""métodos""?🤔Piden DNI...…"
261,261,LauriaPochi,"RT @merlin_nora: ""La derecha está en problemas: si no condenan a Cristina puede ser presidenta en el 2023 pero si la condenan puede transf…"
262,262,Ernesto10767133,RT @EternoRebelde5: Denuncia canciller de #Argentina intereses norteamericanos en la campaña de persecución en contra de la Vicepresidenta…
263,263,josefranciscobn,RT @DollyEnfurecida: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
264,264,Noee621472062,RT @eldestapeweb: A pesar de las vallas de Horacio Rodríguez Larreta la militancia marchará por CFK: los actos confirmados y el festival a…
265,265,jimmy_mmcgill,RT @DollyEnfurecida: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
266,266,ROSA580719554,@C5N @larroqueandres MENTIRAAAA...! ! ! !  De pie es el cagazo de Cristina ...! ! ! ! ! ! ! ! ! ! 
267,267,_danyJkings,RT @Adrian_Grana: ✌️ No hay vallas que puedan separar a Cristina del pueblo. 👉 Nos vemos en Juncal y Uruguay https://t.co/caBZ7yuNm9
268,268,fabileodc,RT @Nany42161203: Que bien que vallaron todo en Recoleta pues una sola chorra no puede mandar en una ciudad que desprecia andate cristina d…
269,269,CasabuLaura,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
270,270,contrainfoTW,@jramospadilla @AloFormosa EL MÉTODO DE LA DICTADURA.LARRETA ORDENÓ FILMAR LOS ROSTROS DE LOS QUE AMAN A CRISTINA… https://t.co/uSgmUrVQ9q
271,271,GiustozziSusana,"RT @LaEntrerriana10: Dice Pilar Rahola ""La diferencia entre un ciudadano y un votante es que el primero tiene pensamiento propio y puede h…"
272,272,lapetizacolora1,"RT @pagina12: Más de 250 lideresas del mundo expresaron su solidaridad con Cristina Kirchner | Denunciaron que es víctima de una ""descarada…"
273,273,CClaudius,@KennyBell__ @mayrasmendoza Ah Cristina creó nuevas universidades y el PRIMER MINISTERIO DE CIENCIA DE NUESTRA HIS… https://t.co/EYJe7K4AFS
274,274,devil_elite,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
275,275,Horaaciovillata,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
276,276,BONAUDO49,RT @FurmanElias: Insólito: Sindicalistas no descartan realizar un paro de actividades como acto de solidaridad a la corrupta Cristina Ferná…
277,277,kambacitomiguel,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
278,278,marisa2759596,RT @p_justicialista: Dejá tu mensaje de apoyo a la compañera Cristina ✌️#TodosConCristina https://t.co/H4RhR9ZOsh
279,279,ginover63,RT @Caperusoto: @CFKArgentina Podrás cortar todas las flores @horaciorlarreta ....pero nunca podrás detener la primavera que nos regala Cr…
280,280,Grachuu_,RT @atlanticsurff: Así lleno de comida botellas de vinos y latas de Cerveza dejaron la calle Juncal en Recoleta los militantes que apoyan…
281,281,LaPaquita94,RT @ElCara333: Abro hilo por si me cierra la cuenta twitter o me difama Alberto Mayra Cristina o Máximo . Fui con familiares a hacer la d…
282,282,21Banfield,EXCELENTE NOTA SIN DESPERDICIO 👉👇Despertaron al león | Una reacción popular contra la persecución a Cristina Kirchn… https://t.co/zQ0XH8SlOm
283,283,rotascadenas1,RT @andahazi: El Banco Finansud que mencionó Cristina Kirchner para involucrar a Macri resultó ser de Cristobal López. Se quiso despegar…
284,284,GracielaPaggi,RT @Angie16Nutto: Chee @horaciorlarreta asi que cerraste con vallas las esquinas de la casa de Cristina para impedir que se junten los mil…
285,285,TeresaDines,"RT @AlbertCarp4: O sea que Máximo Kirchner dice no conocer a Lázaro Báez. Pero por otro lado  Lázaro Báez parece conocerlos muy bien; "" e…"
286,286,Ralsanguinetti,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
287,287,EdithDiaz_08,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
288,288,Chuchio_2009,RT @eldestapeweb: A pesar de las vallas de Horacio Rodríguez Larreta la militancia marchará por CFK: los actos confirmados y el festival a…
289,289,mgdelaf,"RT @tuviejapopulist: Amado Boudou en Córdoba!  Auditorio lleno todos al grito de ""SI LA TOCAN A CRISTINA.....""! ! ! !  Decían que el Kirchner…"
290,290,JuanaGo23931720,RT @RosaSal36203380: Grande es la persona que para brillar no necesita la luz de los demás esa eres tú Cristina Porta #CrisPorta27Ag
291,291,lgbellini,RT @AcostashowJuan: Que cristina te mande a leer la constitucion es como que yo te aconseje como manejar un avion yo no soy piloto ella n…
292,292,FaQMuruaga,RT @Budijoly: Un Campo de Fuerza Gorila encerrando a Cristina?Estás desesperado @horaciorlarreta.No sabés lo que estás generando.Se te…
293,293,Noee621472062,RT @jramospadilla: RATIFICAMOS la convocatoria a Parque Chacabuco. Desde ahí decidiremos en asamblea como seguimos Larreta esta provocand…
294,294,maximo_rmt,RT @guadavazquez: La impunidad de Cristina es la impunidad de todos. No es aguante. Es complicidad.
295,295,JessPuente16,RT @DollyEnfurecida: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
